feature_code,date_code,measurement,units,value,scottish_health_survey_indicator,sex,hb_name
S08000016,2016-2019,Percent,Percent Of Adults,18,Self-assessed general health: Fair,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,12,Summary activity levels: Some activity,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,14,Alcohol consumption: Non-drinker,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,24,Smoking status: Used to smoke regularly,Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,39,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,56,Smoking status: Never smoked/Used to smoke occasionally,All,Borders
S08000016,2015-2018,Percent,Percent Of Adults,24,Smoking status: Used to smoke regularly,Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,21,Summary activity levels: Very low activity,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,18,"Provide any regular help or care for any sick, disabled or frail person: Yes",Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,74,Obesity: Not obese,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,22,Long-term illness: Non-limiting long-term illness,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,11,Alcohol consumption: Non-drinker,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,9,Summary activity levels: Some activity,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,84,"Provide any regular help or care for any sick, disabled or frail person: No",All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,70,Fruit & vegetable consumption: Less than 5 portions,All,Borders
S08000016,2015-2018,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,37,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,53,Long-term illness: No long-term illness,Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,83,E-cigarette use: Never used,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,9,Summary activity levels: Some activity,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,7,E-cigarette use: Ever previously used,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,83,E-cigarette use: Never used,All,Borders
S08000016,2015-2018,Percent,Percent Of Adults,27,Obesity: Obese,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,9,E-cigarette use: Ever previously used,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,16,"Provide any regular help or care for any sick, disabled or frail person: Yes",All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,41,Overweight: Not overweight or obese,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,7,Fruit & vegetable consumption: None,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,82,E-cigarette use: Never used,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,60,General health questionnaire (GHQ-12): Score 0,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,16,Doctor-diagnosed asthma: Yes,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,8,Fruit & vegetable consumption: None,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,71,Fruit & vegetable consumption: Less than 5 portions,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,5,E-cigarette use: Currently using,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 1-3,Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,10,E-cigarette use: Ever previously used,Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,38,Long-term illness: Limiting long-term illness,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,52,Long-term illness: No long-term illness,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,71,Fruit & vegetable consumption: Less than 5 portions,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,69,Obesity: Not obese,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,19,Long-term illness: Non-limiting long-term illness,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,82,Doctor-diagnosed asthma: No,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,70,Fruit & vegetable consumption: Less than 5 portions,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,15,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,15,General health questionnaire (GHQ-12): Score 4+,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,19,Smoking status: Current smoker,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,58,Smoking status: Never smoked/Used to smoke occasionally,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,40,Overweight: Not overweight or obese,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,59,Smoking status: Never smoked/Used to smoke occasionally,Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,25,General health questionnaire (GHQ-12): Score 1-3,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,20,Any cardiovascular condition: Has a cardiovascular condition,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,22,Any cardiovascular condition: Has a cardiovascular condition,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,26,Life satisfaction: Mode (8),Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,54,Long-term illness: No long-term illness,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,27,Long-term illness: Limiting long-term illness,Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,53,Smoking status: Never smoked/Used to smoke occasionally,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,26,Smoking status: Used to smoke regularly,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,81,E-cigarette use: Never used,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,10,E-cigarette use: Ever previously used,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,31,Alcohol consumption: Hazardous/Harmful drinker,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,20,Summary activity levels: Very low activity,All,Borders
S08000016,2015-2018,Percent,Percent Of Adults,27,Smoking status: Used to smoke regularly,All,Borders
S08000016,2015-2018,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,18,Smoking status: Current smoker,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,13,Summary activity levels: Some activity,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,60,General health questionnaire (GHQ-12): Score 0,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,30,Long-term illness: Limiting long-term illness,All,Borders
S08000016,2015-2018,Percent,Percent Of Adults,50,Smoking status: Never smoked/Used to smoke occasionally,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,11,E-cigarette use: Ever previously used,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,80,Any cardiovascular condition: No cardiovascular condition,All,Borders
S08000016,2015-2018,Percent,Percent Of Adults,61,General health questionnaire (GHQ-12): Score 0,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,18,Long-term illness: Non-limiting long-term illness,Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,35,Overweight: Not overweight or obese,All,Borders
S08000016,2015-2018,Percent,Percent Of Adults,6,E-cigarette use: Currently using,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,32,Long-term illness: Limiting long-term illness,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,68,Obesity: Not obese,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,All,Borders
S08000016,2015-2018,Percent,Percent Of Adults,82,E-cigarette use: Never used,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,19,Smoking status: Current smoker,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,23,Fruit & vegetable consumption: 5 portions or more,All,Borders
S08000016,2015-2018,Percent,Percent Of Adults,62,General health questionnaire (GHQ-12): Score 0,Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,35,Overweight: Not overweight or obese,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,12,E-cigarette use: Ever previously used,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,25,Long-term illness: Limiting long-term illness,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,10,E-cigarette use: Currently using,Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,32,Obesity: Obese,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,15,Summary activity levels: Some activity,Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,64,Summary activity levels: Meets recommendations,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,59,Overweight: Overweight (including obese),Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,21,Fruit & vegetable consumption: 5 portions or more,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,26,Obesity: Obese,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,11,Alcohol consumption: Non-drinker,All,Borders
S08000016,2015-2018,Percent,Percent Of Adults,16,Smoking status: Current smoker,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,52,Long-term illness: No long-term illness,All,Borders
S08000016,2015-2018,Percent,Percent Of Adults,61,Summary activity levels: Meets recommendations,All,Borders
S08000016,2015-2018,Percent,Percent Of Adults,72,Alcohol consumption: Moderate drinker,Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,18,Doctor-diagnosed asthma: Yes,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,59,Summary activity levels: Meets recommendations,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,60,Overweight: Overweight (including obese),Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,27,Life satisfaction: Mode (8),All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,72,Obesity: Not obese,All,Borders
S08000016,2015-2018,Percent,Percent Of Adults,16,Summary activity levels: Some activity,Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,82,Any cardiovascular condition: No cardiovascular condition,Female,Borders
S08000016,2016-2019,Percent,Percent Of Adults,84,Doctor-diagnosed asthma: No,All,Borders
S08000016,2015-2018,Percent,Percent Of Adults,59,Alcohol consumption: Moderate drinker,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,69,Fruit & vegetable consumption: Less than 5 portions,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,20,Any cardiovascular condition: Has a cardiovascular condition,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,66,Alcohol consumption: Moderate drinker,All,Borders
S08000016,2015-2018,Percent,Percent Of Adults,51,Long-term illness: No long-term illness,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,15,Self-assessed general health: Fair,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,18,Any cardiovascular condition: Has a cardiovascular condition,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,78,Any cardiovascular condition: No cardiovascular condition,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,9,E-cigarette use: Currently using,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,23,Fruit & vegetable consumption: 5 portions or more,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,62,Summary activity levels: Meets recommendations,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,30,Alcohol consumption: Hazardous/Harmful drinker,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Female,Borders
S08000016,2015-2018,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,82,Any cardiovascular condition: No cardiovascular condition,All,Borders
S08000016,2016-2019,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,22,Summary activity levels: Very low activity,Male,Borders
S08000016,2016-2019,Percent,Percent Of Adults,28,Overweight: Not overweight or obese,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,64,Summary activity levels: Meets recommendations,Male,Borders
S08000016,2015-2018,Percent,Percent Of Adults,20,Self-assessed general health: Fair,Female,Borders
S08000017,2016-2019,Percent,Percent Of Adults,55,Long-term illness: No long-term illness,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,32,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,21,Alcohol consumption: Hazardous/Harmful drinker,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,15,Smoking status: Current smoker,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,11,Any cardiovascular condition: Has a cardiovascular condition,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,3,Summary activity levels: Low activity,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,23,Summary activity levels: Very low activity,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,79,E-cigarette use: Never used,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,10,Summary activity levels: Some activity,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,83,"Provide any regular help or care for any sick, disabled or frail person: No",Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,37,Obesity: Obese,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,24,Smoking status: Used to smoke regularly,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,57,Smoking status: Never smoked/Used to smoke occasionally,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,80,E-cigarette use: Never used,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,12,Summary activity levels: Some activity,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,82,E-cigarette use: Never used,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,75,Overweight: Overweight (including obese),Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,9,Summary activity levels: Some activity,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,19,Smoking status: Current smoker,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,41,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,79,Any cardiovascular condition: No cardiovascular condition,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,33,Obesity: Obese,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,18,Smoking status: Current smoker,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,65,Summary activity levels: Meets recommendations,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,20,Summary activity levels: Very low activity,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,25,Life satisfaction: Mode (8),Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,89,Any cardiovascular condition: No cardiovascular condition,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,40,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,18,Doctor-diagnosed asthma: Yes,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,60,Smoking status: Never smoked/Used to smoke occasionally,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,70,Fruit & vegetable consumption: Less than 5 portions,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,66,Summary activity levels: Meets recommendations,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,67,Alcohol consumption: Moderate drinker,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,86,"Provide any regular help or care for any sick, disabled or frail person: No",All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,19,Fruit & vegetable consumption: 5 portions or more,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,43,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,81,Doctor-diagnosed asthma: No,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,10,Any cardiovascular condition: Has a cardiovascular condition,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,22,Summary activity levels: Very low activity,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,19,Alcohol consumption: Hazardous/Harmful drinker,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,64,Summary activity levels: Meets recommendations,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,25,Smoking status: Used to smoke regularly,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,16,Alcohol consumption: Non-drinker,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,20,Summary activity levels: Very low activity,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,26,Life satisfaction: Mode (8),Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,12,Fruit & vegetable consumption: None,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,14,"Provide any regular help or care for any sick, disabled or frail person: Yes",All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,56,Long-term illness: No long-term illness,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,67,Obesity: Not obese,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,90,Any cardiovascular condition: No cardiovascular condition,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,21,Any cardiovascular condition: Has a cardiovascular condition,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,3,Summary activity levels: Low activity,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,2,Summary activity levels: Low activity,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,20,Fruit & vegetable consumption: 5 portions or more,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,65,Obesity: Not obese,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,35,Obesity: Obese,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,52,Alcohol consumption: Moderate drinker,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,21,Any cardiovascular condition: Has a cardiovascular condition,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,19,Fruit & vegetable consumption: 5 portions or more,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,12,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,17,"Provide any regular help or care for any sick, disabled or frail person: Yes",Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,19,Doctor-diagnosed asthma: Yes,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,82,Doctor-diagnosed asthma: No,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,26,General health questionnaire (GHQ-12): Score 1-3,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,33,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,66,Summary activity levels: Meets recommendations,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,10,Fruit & vegetable consumption: None,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,12,Summary activity levels: Some activity,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,13,Alcohol consumption: Non-drinker,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,83,Doctor-diagnosed asthma: No,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,53,Long-term illness: No long-term illness,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,70,Fruit & vegetable consumption: Less than 5 portions,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,16,Any cardiovascular condition: Has a cardiovascular condition,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,30,Alcohol consumption: Hazardous/Harmful drinker,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,23,Fruit & vegetable consumption: 5 portions or more,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,69,Overweight: Overweight (including obese),Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,73,Fruit & vegetable consumption: Less than 5 portions,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,26,Life satisfaction: Mode (8),All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,52,Long-term illness: No long-term illness,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,12,Long-term illness: Non-limiting long-term illness,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,13,Long-term illness: Non-limiting long-term illness,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,15,Any cardiovascular condition: Has a cardiovascular condition,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,8,E-cigarette use: Currently using,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,32,Obesity: Obese,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,72,Fruit & vegetable consumption: Less than 5 portions,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,7,E-cigarette use: Currently using,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,12,Alcohol consumption: Non-drinker,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,14,Alcohol consumption: Non-drinker,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,29,Alcohol consumption: Hazardous/Harmful drinker,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,78,Alcohol consumption: Moderate drinker,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,7,E-cigarette use: Currently using,All,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,6,E-cigarette use: Currently using,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,19,Fruit & vegetable consumption: 5 portions or more,Female,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,25,Overweight: Not overweight or obese,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,68,Overweight: Overweight (including obese),Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,34,Obesity: Obese,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,76,Overweight: Overweight (including obese),Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,71,Fruit & vegetable consumption: Less than 5 portions,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,79,Any cardiovascular condition: No cardiovascular condition,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,17,Self-assessed general health: Fair,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,19,Self-assessed general health: Fair,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,66,Summary activity levels: Meets recommendations,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,15,General health questionnaire (GHQ-12): Score 4+,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,20,Summary activity levels: Very low activity,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,32,Long-term illness: Limiting long-term illness,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,66,General health questionnaire (GHQ-12): Score 0,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,63,Obesity: Not obese,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,50,Smoking status: Never smoked/Used to smoke occasionally,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,26,Smoking status: Used to smoke regularly,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,51,Smoking status: Never smoked/Used to smoke occasionally,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,9,Fruit & vegetable consumption: None,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,25,Smoking status: Used to smoke regularly,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,28,Overweight: Not overweight or obese,All,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,12,General health questionnaire (GHQ-12): Score 4+,Male,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,57,General health questionnaire (GHQ-12): Score 0,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,24,Overweight: Not overweight or obese,Male,Dumfries and Galloway
S08000017,2015-2018,Percent,Percent Of Adults,57,General health questionnaire (GHQ-12): Score 0,Female,Dumfries and Galloway
S08000017,2016-2019,Percent,Percent Of Adults,23,Smoking status: Current smoker,Male,Dumfries and Galloway
